"[10, 43, 22, 24, 20, 15, 16]","[4, 36, 14, 22, 14, 13, 14]","[3, 31, 11, 16, 6, 12, 12]","[2, 21, 5, 13, 5, 11, 6]","[1, 13, 2, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[10, 45, 22, 23, 15, 21, 14]","[5, 40, 14, 21, 12, 15, 13]","[3, 31, 11, 16, 6, 12, 12]","[2, 21, 5, 13, 5, 11, 6]","[1, 13, 2, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[11, 41, 33, 16, 21, 6, 22]","[10, 32, 26, 13, 16, 5, 16]","[5, 24, 23, 10, 15, 3, 12]","[3, 20, 16, 4, 13, 0, 11]","[1, 12, 14, 1, 11, 0, 6]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 44, 23, 21, 21, 15, 14]","[11, 35, 15, 16, 14, 13, 13]","[10, 24, 14, 12, 12, 10, 11]","[4, 13, 10, 11, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 44, 25, 15, 14, 21, 16]","[11, 35, 21, 14, 10, 15, 14]","[6, 24, 16, 12, 4, 12, 13]","[5, 16, 12, 10, 1, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[12, 50, 16, 21, 13, 21, 20]","[6, 41, 11, 16, 12, 16, 15]","[5, 30, 6, 15, 10, 14, 11]","[2, 21, 5, 13, 5, 11, 6]","[1, 13, 2, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[13, 41, 33, 22, 16, 13, 12]","[12, 32, 26, 14, 14, 12, 10]","[10, 23, 21, 12, 11, 11, 5]","[5, 12, 14, 10, 10, 6, 4]","[2, 4, 12, 6, 4, 4, 2]","[1, 2, 5, 5, 0, 3, 0]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 42, 23, 23, 20, 15, 14]","[11, 35, 15, 16, 14, 13, 13]","[10, 24, 14, 12, 12, 10, 11]","[4, 13, 10, 11, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 42, 25, 22, 14, 20, 14]","[11, 35, 16, 20, 10, 15, 13]","[5, 25, 14, 14, 6, 12, 11]","[4, 16, 11, 13, 3, 6, 6]","[3, 11, 10, 10, 1, 5, 2]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 42, 26, 16, 20, 15, 15]","[11, 34, 22, 14, 15, 12, 12]","[10, 24, 14, 12, 12, 10, 11]","[4, 13, 10, 11, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 42, 26, 22, 12, 20, 15]","[11, 35, 16, 20, 10, 15, 13]","[5, 25, 14, 14, 6, 12, 11]","[4, 16, 11, 13, 3, 6, 6]","[3, 11, 10, 10, 1, 5, 2]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 45, 23, 16, 16, 15, 16]","[12, 36, 21, 13, 14, 12, 12]","[11, 26, 13, 10, 12, 11, 10]","[5, 14, 10, 5, 11, 10, 5]","[2, 5, 6, 4, 6, 3, 4]","[1, 4, 4, 2, 3, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[14, 51, 21, 14, 21, 16, 13]","[13, 40, 15, 12, 15, 14, 11]","[11, 26, 13, 10, 12, 11, 10]","[5, 14, 10, 5, 11, 10, 5]","[2, 5, 6, 4, 6, 3, 4]","[1, 4, 4, 2, 3, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 45, 23, 14, 21, 20, 12]","[13, 40, 15, 12, 15, 14, 11]","[11, 26, 13, 10, 12, 11, 10]","[5, 14, 10, 5, 11, 10, 5]","[2, 5, 6, 4, 6, 3, 4]","[1, 4, 4, 2, 3, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[16, 42, 30, 20, 16, 6, 20]","[12, 36, 23, 15, 14, 5, 13]","[11, 31, 20, 11, 12, 2, 11]","[6, 16, 13, 6, 11, 1, 10]","[4, 6, 12, 4, 10, 0, 3]","[2, 3, 10, 2, 4, 0, 1]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
