Input,Output,SUM
"[33, 50, 55, 50, 43, 42]","[30, 45, 53, 42, 40, 33]",1
"[33, 52, 100, 53, 30, 43]","[25, 50, 54, 43, 24, 40]",5
"[33, 53, 102, 52, 45, 41]","[31, 50, 55, 44, 42, 33]",1
"[33, 54, 101, 52, 35, 42]","[31, 51, 54, 44, 32, 34]",1
"[33, 54, 52, 50, 52, 43]","[31, 53, 45, 42, 45, 34]",3
"[33, 55, 101, 52, 45, 54]","[31, 52, 55, 45, 42, 44]",2
"[33, 55, 43, 110, 44, 40]","[30, 52, 42, 102, 35, 33]",3
"[33, 55, 50, 44, 44, 32]","[31, 54, 44, 40, 35, 24]",2
"[33, 55, 50, 45, 42, 33]","[31, 54, 44, 40, 35, 24]",2
"[34, 100, 43, 110, 44, 35]","[30, 52, 42, 102, 35, 33]",4
"[34, 100, 51, 45, 53, 42]","[31, 53, 45, 42, 45, 34]",1
"[34, 101, 102, 51, 45, 52]","[31, 52, 55, 45, 42, 44]",1
"[34, 102, 100, 100, 52, 44]","[24, 54, 53, 54, 44, 42]",2
"[34, 103, 101, 54, 55, 52]","[31, 55, 55, 51, 52, 43]",2
"[34, 103, 101, 55, 33, 53]","[31, 55, 100, 45, 31, 45]",1
"[34, 103, 45, 113, 53, 45]","[32, 55, 44, 104, 45, 41]",1
"[34, 103, 52, 55, 33, 51]","[32, 100, 50, 50, 31, 42]",1
"[34, 104, 50, 101, 55, 54]","[30, 100, 45, 55, 51, 45]",3
"[34, 104, 54, 55, 54, 43]","[32, 102, 53, 52, 44, 34]",2
"[34, 104, 55, 50, 54, 50]","[30, 102, 54, 44, 50, 40]",2
"[34, 105, 101, 40, 45, 42]","[30, 101, 55, 34, 40, 35]",1
"[34, 105, 44, 100, 45, 42]","[30, 102, 42, 54, 35, 35]",4
"[34, 105, 52, 55, 35, 50]","[31, 103, 50, 52, 33, 35]",1
"[34, 105, 53, 55, 51, 55]","[32, 102, 52, 52, 45, 43]",3
"[34, 110, 100, 52, 53, 43]","[30, 102, 54, 44, 50, 40]",1
"[34, 110, 100, 53, 100, 52]","[24, 101, 54, 50, 54, 45]",1
"[34, 110, 103, 50, 41, 34]","[30, 101, 102, 42, 33, 32]",1
"[34, 110, 54, 55, 51, 44]","[32, 102, 53, 53, 42, 35]",7
"[34, 111, 100, 40, 45, 41]","[30, 101, 55, 34, 40, 35]",1
"[34, 111, 100, 45, 55, 55]","[31, 102, 55, 43, 52, 45]",1
"[34, 111, 104, 53, 52, 51]","[32, 101, 102, 50, 45, 43]",3
"[34, 111, 105, 52, 51, 52]","[32, 101, 102, 50, 45, 43]",1
"[34, 111, 45, 115, 51, 42]","[33, 100, 43, 113, 43, 34]",2
"[34, 111, 54, 102, 52, 50]","[31, 102, 51, 100, 45, 42]",1
"[34, 111, 54, 53, 101, 51]","[32, 100, 53, 50, 54, 43]",1
"[34, 114, 50, 52, 104, 44]","[31, 110, 44, 50, 54, 41]",1
"[34, 114, 50, 53, 102, 45]","[31, 110, 44, 50, 54, 41]",1
"[34, 114, 51, 52, 101, 50]","[31, 104, 45, 50, 54, 42]",1
"[34, 115, 104, 45, 54, 44]","[32, 111, 103, 43, 43, 40]",3
"[34, 115, 44, 105, 100, 44]","[30, 110, 43, 103, 50, 41]",2
"[34, 115, 45, 53, 101, 50]","[31, 110, 44, 50, 54, 41]",1
"[34, 115, 50, 102, 100, 45]","[25, 110, 44, 100, 53, 41]",1
"[34, 120, 112, 51, 45, 42]","[32, 111, 104, 45, 41, 35]",3
"[34, 120, 52, 100, 54, 45]","[30, 113, 45, 54, 50, 41]",3
"[34, 122, 53, 114, 102, 53]","[32, 113, 45, 110, 55, 50]",1
"[34, 123, 53, 111, 53, 51]","[33, 113, 51, 102, 51, 43]",1
"[34, 123, 54, 110, 103, 54]","[31, 114, 52, 102, 55, 51]",1
"[34, 125, 100, 55, 54, 105]","[30, 121, 54, 53, 51, 55]",1
"[34, 130, 55, 101, 54, 103]","[30, 121, 54, 53, 51, 55]",1
"[34, 131, 45, 114, 111, 44]","[33, 115, 44, 111, 101, 42]",1
"[34, 52, 102, 50, 52, 54]","[31, 50, 54, 44, 45, 45]",2
"[34, 52, 102, 53, 51, 52]","[32, 45, 54, 50, 45, 43]",1
"[34, 53, 100, 51, 52, 54]","[31, 50, 54, 44, 45, 45]",1
"[34, 53, 100, 53, 35, 42]","[31, 51, 54, 44, 32, 34]",3
"[34, 54, 50, 50, 53, 43]","[31, 53, 45, 42, 45, 34]",1
"[34, 55, 100, 51, 45, 55]","[31, 52, 55, 45, 42, 44]",1
"[34, 55, 51, 50, 51, 43]","[32, 52, 50, 43, 44, 33]",1
"[35, 100, 53, 53, 55, 55]","[32, 54, 52, 45, 54, 43]",3
"[35, 101, 104, 55, 32, 52]","[32, 53, 101, 52, 30, 43]",2
"[35, 101, 54, 52, 55, 54]","[33, 54, 52, 50, 52, 43]",1
"[35, 102, 105, 52, 54, 52]","[32, 55, 101, 50, 52, 42]",1
"[35, 103, 44, 114, 54, 43]","[33, 55, 43, 110, 44, 40]",2
"[35, 104, 50, 102, 53, 52]","[31, 101, 43, 55, 51, 43]",1
"[35, 104, 50, 44, 41, 30]","[31, 101, 45, 41, 32, 23]",1
"[35, 104, 52, 55, 53, 54]","[33, 102, 50, 52, 50, 43]",2
"[35, 104, 54, 103, 52, 51]","[32, 100, 52, 100, 45, 42]",1
"[35, 104, 55, 102, 51, 52]","[32, 100, 52, 100, 45, 42]",1
"[35, 105, 103, 54, 51, 53]","[32, 101, 102, 50, 45, 43]",2
"[35, 105, 45, 110, 51, 51]","[32, 55, 44, 104, 45, 41]",1
"[35, 105, 51, 100, 51, 100]","[25, 55, 50, 54, 50, 51]",2
"[35, 105, 51, 54, 54, 54]","[33, 102, 50, 52, 50, 43]",2
"[35, 105, 53, 102, 43, 52]","[32, 102, 50, 54, 41, 43]",2
"[35, 110, 100, 50, 52, 45]","[30, 102, 54, 44, 50, 40]",1
"[35, 110, 100, 51, 53, 52]","[31, 101, 54, 44, 52, 43]",1
"[35, 110, 101, 52, 55, 51]","[32, 100, 55, 50, 54, 41]",1
"[35, 110, 102, 52, 45, 45]","[32, 102, 55, 50, 42, 40]",2
"[35, 110, 104, 45, 55, 52]","[32, 102, 102, 43, 52, 42]",1
"[35, 110, 104, 53, 51, 52]","[32, 101, 102, 50, 45, 43]",2
"[35, 110, 50, 101, 52, 52]","[31, 101, 43, 55, 51, 43]",1
"[35, 110, 54, 102, 51, 51]","[32, 100, 52, 100, 45, 42]",1
"[35, 111, 100, 50, 53, 55]","[31, 102, 55, 43, 52, 45]",1
"[35, 111, 100, 53, 45, 45]","[32, 102, 55, 50, 42, 40]",2
"[35, 111, 102, 52, 101, 44]","[32, 100, 55, 50, 54, 41]",1
"[35, 111, 52, 103, 51, 51]","[33, 100, 50, 100, 50, 42]",1
"[35, 113, 52, 105, 45, 52]","[33, 105, 45, 102, 43, 42]",1
"[35, 114, 103, 55, 55, 54]","[33, 110, 102, 52, 52, 43]",1
"[35, 114, 104, 44, 55, 44]","[33, 110, 103, 42, 44, 40]",1
"[35, 114, 104, 45, 53, 45]","[33, 110, 103, 42, 44, 40]",1
"[35, 114, 53, 105, 101, 103]","[31, 103, 52, 101, 55, 55]",1
"[35, 115, 102, 55, 54, 55]","[33, 111, 100, 53, 52, 43]",1
"[35, 115, 104, 54, 45, 43]","[33, 111, 103, 51, 40, 34]",4
"[35, 115, 53, 123, 52, 52]","[34, 111, 45, 115, 51, 42]",1
"[35, 115, 54, 110, 53, 102]","[32, 105, 52, 103, 51, 53]",1
"[35, 115, 55, 104, 54, 102]","[32, 110, 53, 102, 51, 52]",1
"[35, 115, 55, 105, 52, 103]","[32, 110, 53, 102, 51, 52]",1
"[35, 120, 45, 104, 53, 45]","[32, 113, 43, 101, 45, 40]",2
"[35, 121, 100, 50, 51, 54]","[31, 112, 54, 44, 45, 45]",1
"[35, 121, 101, 54, 53, 102]","[32, 111, 54, 51, 51, 54]",1
"[35, 121, 104, 54, 102, 102]","[31, 111, 100, 52, 55, 55]",1
"[35, 121, 55, 101, 54, 54]","[33, 112, 53, 55, 51, 44]",1
"[35, 122, 55, 105, 104, 54]","[32, 114, 52, 103, 101, 44]",1
"[35, 123, 112, 52, 55, 55]","[34, 115, 104, 45, 54, 44]",1
"[35, 131, 102, 100, 52, 102]","[30, 121, 54, 53, 51, 55]",1
"[35, 50, 55, 52, 54, 44]","[33, 45, 53, 50, 50, 33]",3
"[35, 50, 55, 53, 52, 45]","[33, 45, 53, 50, 50, 33]",2
"[35, 52, 100, 53, 34, 43]","[32, 50, 54, 44, 31, 35]",2
"[35, 52, 101, 53, 52, 42]","[33, 45, 53, 50, 50, 33]",1
"[35, 53, 55, 51, 50, 100]","[31, 50, 54, 44, 45, 45]",2
"[35, 54, 100, 44, 54, 53]","[32, 52, 55, 41, 45, 44]",4
"[35, 55, 100, 103, 31, 54]","[31, 51, 55, 55, 25, 45]",2
"[35, 55, 101, 102, 30, 55]","[31, 51, 55, 55, 25, 45]",1
"[4, 10, 10, 10, 4, 5]","[0, 2, 5, 5, 1, 3]",9
"[4, 10, 12, 10, 2, 5]","[1, 2, 5, 5, 0, 3]",2
"[4, 10, 3, 10, 3, 0]","[1, 3, 2, 3, 1, 0]",5
"[4, 11, 10, 10, 4, 4]","[1, 2, 5, 5, 0, 3]",6
"[4, 12, 11, 10, 4, 4]","[2, 3, 5, 5, 0, 3]",1
"[4, 12, 20, 12, 11, 3]","[2, 3, 12, 10, 5, 2]",14
"[4, 12, 20, 5, 5, 12]","[2, 5, 12, 4, 3, 5]",1
"[4, 12, 22, 2, 2, 10]","[2, 5, 12, 1, 0, 5]",1
"[4, 12, 3, 12, 4, 4]","[3, 5, 0, 10, 0, 3]",1
"[4, 12, 3, 13, 2, 5]","[3, 5, 0, 10, 0, 3]",2
"[4, 12, 4, 13, 3, 5]","[3, 5, 2, 10, 0, 3]",10
"[4, 12, 5, 13, 3, 4]","[3, 5, 3, 10, 0, 2]",1
"[4, 13, 1, 13, 4, 4]","[3, 5, 0, 10, 0, 3]",1
"[4, 13, 10, 12, 2, 5]","[2, 5, 3, 10, 0, 3]",1
"[4, 13, 11, 10, 5, 5]","[2, 4, 10, 4, 3, 2]",6
"[4, 13, 13, 4, 4, 10]","[2, 5, 12, 1, 0, 5]",3
"[4, 13, 4, 13, 10, 4]","[2, 5, 3, 10, 2, 3]",1
"[4, 13, 4, 13, 5, 5]","[3, 10, 3, 10, 2, 2]",4
"[4, 13, 5, 11, 10, 4]","[2, 4, 4, 5, 3, 2]",2
"[4, 13, 5, 12, 4, 4]","[3, 10, 3, 10, 0, 2]",1
"[4, 13, 5, 13, 2, 5]","[3, 10, 3, 10, 0, 2]",24
"[4, 13, 5, 13, 5, 10]","[2, 5, 4, 10, 3, 3]",13
"[4, 14, 1, 11, 4, 5]","[3, 5, 0, 10, 0, 3]",32
"[4, 14, 12, 4, 5, 11]","[3, 5, 10, 3, 1, 5]",12
"[4, 14, 4, 11, 10, 5]","[2, 5, 3, 10, 2, 3]",29
"[4, 14, 4, 11, 5, 4]","[3, 10, 3, 10, 0, 2]",4
"[4, 15, 12, 11, 5, 12]","[3, 5, 5, 10, 3, 5]",55
"[4, 15, 13, 5, 2, 10]","[2, 11, 11, 3, 0, 3]",8
"[4, 15, 13, 5, 4, 10]","[2, 11, 12, 3, 1, 3]",2
"[4, 15, 4, 10, 11, 10]","[1, 5, 3, 5, 4, 4]",59
"[4, 15, 5, 12, 3, 5]","[3, 12, 3, 10, 1, 1]",2
"[4, 21, 11, 11, 5, 11]","[3, 5, 5, 10, 3, 5]",1
"[4, 21, 11, 12, 3, 2]","[3, 12, 3, 10, 1, 1]",1
"[4, 22, 14, 13, 14, 11]","[3, 12, 11, 11, 10, 10]",4
"[4, 22, 21, 12, 12, 11]","[3, 12, 11, 11, 10, 10]",2
"[4, 22, 22, 10, 13, 10]","[1, 14, 13, 4, 11, 5]",2
"[4, 23, 12, 14, 12, 11]","[3, 13, 4, 12, 5, 10]",23
"[4, 23, 20, 11, 13, 10]","[1, 14, 13, 4, 11, 5]",1
"[4, 23, 22, 10, 10, 12]","[1, 15, 13, 4, 4, 11]",1
"[4, 23, 3, 14, 12, 11]","[3, 14, 0, 11, 5, 10]",10
"[4, 23, 4, 14, 13, 11]","[3, 14, 2, 11, 5, 10]",1
"[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]",147
"[4, 24, 12, 13, 12, 11]","[3, 14, 4, 11, 5, 10]",6
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]",148
"[4, 25, 15, 11, 10, 13]","[2, 15, 13, 5, 4, 10]",33
"[4, 30, 22, 15, 11, 12]","[2, 21, 14, 13, 5, 10]",2
"[4, 30, 32, 15, 21, 12]","[2, 22, 24, 12, 15, 10]",8
"[4, 31, 22, 15, 11, 13]","[3, 21, 15, 12, 5, 11]",1
"[4, 31, 24, 22, 15, 13]","[3, 23, 20, 15, 12, 11]",1
"[4, 31, 25, 14, 14, 14]","[3, 22, 23, 12, 5, 12]",5
"[4, 32, 24, 13, 21, 12]","[3, 24, 15, 10, 14, 11]",16
"[4, 34, 33, 21, 20, 14]","[2, 31, 30, 13, 12, 13]",1
"[4, 35, 31, 25, 21, 20]","[2, 32, 23, 22, 15, 13]",1
"[40, 101, 101, 50, 45, 52]","[31, 52, 55, 45, 42, 44]",2
"[40, 101, 102, 43, 52, 51]","[32, 52, 55, 41, 45, 44]",4
"[40, 101, 50, 42, 44, 30]","[31, 54, 44, 40, 35, 24]",1
"[40, 101, 54, 52, 55, 53]","[33, 54, 52, 50, 52, 43]",1
"[40, 102, 102, 101, 31, 51]","[31, 51, 55, 55, 25, 45]",1
"[40, 103, 101, 55, 33, 51]","[32, 54, 100, 51, 31, 43]",1
"[40, 103, 45, 110, 54, 45]","[32, 55, 44, 104, 45, 41]",2
"[40, 104, 104, 50, 42, 44]","[31, 101, 102, 45, 31, 42]",1
"[40, 104, 45, 100, 55, 52]","[31, 101, 43, 55, 51, 43]",1
"[40, 104, 52, 55, 53, 53]","[33, 102, 50, 52, 50, 43]",2
"[40, 104, 53, 51, 101, 51]","[32, 54, 52, 45, 54, 43]",1
"[40, 105, 44, 114, 54, 41]","[33, 100, 43, 113, 43, 34]",5
"[40, 105, 51, 54, 54, 53]","[33, 102, 50, 52, 50, 43]",1
"[40, 105, 52, 102, 51, 51]","[32, 100, 45, 101, 45, 42]",2
"[40, 105, 53, 103, 51, 51]","[32, 100, 52, 100, 45, 42]",1
"[40, 105, 54, 101, 52, 51]","[32, 100, 52, 100, 45, 42]",1
"[40, 110, 103, 51, 40, 44]","[31, 101, 102, 45, 31, 42]",3
"[40, 110, 44, 100, 55, 51]","[31, 101, 43, 55, 51, 43]",3
"[40, 110, 45, 114, 52, 41]","[33, 100, 43, 113, 43, 34]",3
"[40, 111, 102, 52, 101, 43]","[32, 100, 55, 50, 54, 41]",2
"[40, 111, 44, 113, 53, 41]","[34, 100, 43, 110, 44, 35]",3
"[40, 111, 51, 102, 51, 50]","[32, 100, 45, 101, 45, 42]",1
"[40, 111, 52, 55, 44, 101]","[33, 101, 50, 54, 40, 53]",2
"[40, 111, 55, 45, 104, 50]","[32, 102, 54, 44, 100, 41]",4
"[40, 112, 100, 104, 54, 54]","[31, 103, 54, 103, 45, 51]",1
"[40, 112, 102, 44, 100, 51]","[31, 102, 55, 43, 52, 45]",1
"[40, 113, 51, 52, 100, 50]","[31, 104, 45, 50, 54, 42]",1
"[40, 113, 55, 105, 51, 100]","[31, 103, 54, 103, 45, 51]",1
"[40, 114, 103, 55, 55, 53]","[33, 110, 102, 52, 52, 43]",1
"[40, 114, 104, 44, 55, 43]","[33, 110, 103, 42, 44, 40]",2
"[40, 114, 105, 52, 45, 44]","[33, 110, 103, 51, 35, 40]",1
"[40, 114, 50, 51, 101, 50]","[31, 104, 45, 50, 54, 42]",1
"[40, 114, 53, 104, 103, 101]","[31, 103, 52, 101, 55, 55]",1
"[40, 114, 54, 102, 104, 101]","[31, 103, 52, 101, 55, 55]",1
"[40, 114, 55, 102, 55, 105]","[32, 105, 53, 101, 52, 55]",1
"[40, 115, 100, 55, 45, 52]","[32, 111, 54, 54, 42, 42]",1
"[40, 115, 105, 50, 45, 45]","[32, 111, 104, 45, 41, 35]",1
"[40, 115, 44, 104, 55, 44]","[33, 111, 43, 103, 44, 40]",2
"[40, 115, 44, 105, 53, 45]","[33, 111, 43, 103, 44, 40]",2
"[40, 120, 111, 50, 45, 42]","[32, 111, 104, 45, 41, 35]",2
"[40, 120, 52, 103, 51, 44]","[32, 112, 45, 101, 43, 41]",3
"[40, 121, 100, 50, 51, 53]","[31, 112, 54, 44, 45, 45]",1
"[40, 121, 102, 52, 54, 101]","[32, 111, 54, 51, 51, 54]",1
"[40, 121, 51, 103, 50, 45]","[32, 112, 45, 101, 43, 41]",2
"[40, 121, 55, 101, 54, 53]","[33, 112, 53, 55, 51, 44]",1
"[40, 122, 101, 102, 101, 54]","[31, 111, 53, 101, 54, 52]",1
"[40, 122, 55, 104, 103, 54]","[32, 114, 52, 102, 55, 50]",1
"[40, 122, 55, 105, 104, 53]","[32, 114, 52, 103, 101, 44]",1
"[40, 123, 55, 110, 103, 52]","[32, 114, 52, 103, 101, 44]",1
"[40, 124, 54, 104, 110, 51]","[32, 114, 52, 103, 101, 44]",1
"[40, 125, 115, 53, 51, 52]","[34, 120, 112, 51, 45, 42]",1
"[40, 50, 55, 52, 54, 43]","[33, 45, 53, 50, 50, 33]",5
"[40, 52, 102, 45, 40, 42]","[32, 50, 54, 44, 31, 35]",7
"[40, 54, 103, 103, 34, 45]","[32, 51, 102, 55, 25, 42]",2
"[40, 55, 100, 103, 31, 53]","[31, 51, 55, 55, 25, 45]",3
"[41, 100, 103, 104, 33, 43]","[32, 51, 102, 55, 25, 42]",5
"[41, 100, 104, 102, 34, 43]","[32, 51, 102, 55, 25, 42]",1
"[41, 102, 103, 100, 33, 45]","[32, 53, 101, 52, 30, 43]",1
"[41, 102, 55, 50, 100, 52]","[32, 54, 52, 45, 54, 43]",2
"[41, 103, 101, 101, 33, 45]","[33, 52, 100, 53, 30, 43]",3
"[41, 103, 52, 50, 51, 40]","[33, 55, 50, 44, 44, 32]",1
"[41, 104, 102, 52, 55, 50]","[33, 100, 55, 51, 52, 41]",2
"[41, 104, 103, 52, 100, 45]","[32, 55, 101, 50, 52, 42]",1
"[41, 104, 44, 103, 100, 45]","[32, 55, 43, 101, 50, 43]",5
"[41, 104, 51, 50, 50, 41]","[33, 55, 50, 45, 42, 33]",1
"[41, 104, 52, 103, 53, 50]","[33, 100, 50, 100, 50, 42]",3
"[41, 110, 103, 54, 52, 101]","[33, 55, 101, 52, 45, 54]",1
"[41, 110, 50, 103, 51, 50]","[32, 100, 45, 101, 45, 42]",2
"[41, 112, 100, 50, 104, 43]","[32, 102, 54, 44, 100, 41]",4
"[41, 113, 100, 102, 54, 54]","[33, 103, 54, 100, 50, 51]",1
"[41, 113, 100, 103, 52, 55]","[33, 103, 54, 100, 50, 51]",1
"[41, 114, 45, 103, 53, 50]","[34, 105, 44, 100, 45, 42]",3
"[41, 115, 103, 54, 54, 54]","[35, 110, 102, 52, 45, 45]",1
"[41, 115, 55, 100, 54, 55]","[34, 110, 54, 55, 51, 44]",1
"[41, 122, 101, 101, 53, 51]","[34, 110, 54, 55, 51, 44]",1
"[41, 122, 111, 54, 100, 54]","[34, 111, 104, 53, 52, 51]",1
"[41, 124, 120, 53, 52, 50]","[34, 120, 112, 51, 45, 42]",1
"[41, 125, 102, 101, 53, 100]","[32, 114, 55, 55, 51, 53]",1
"[41, 125, 50, 113, 104, 50]","[33, 115, 44, 111, 101, 42]",1
"[41, 125, 54, 105, 100, 53]","[33, 120, 52, 103, 53, 44]",1
"[41, 130, 45, 113, 103, 51]","[34, 115, 44, 105, 100, 44]",1
"[41, 130, 55, 104, 100, 52]","[32, 121, 53, 102, 53, 44]",1
"[41, 131, 54, 103, 101, 52]","[34, 120, 52, 100, 54, 45]",1
"[42, 101, 103, 55, 42, 50]","[34, 53, 100, 53, 35, 42]",1
"[42, 102, 103, 101, 43, 43]","[34, 53, 100, 53, 35, 42]",1
"[42, 105, 101, 53, 100, 44]","[33, 100, 55, 51, 52, 41]",1
"[42, 110, 100, 52, 100, 51]","[32, 100, 53, 51, 54, 44]",1
"[42, 110, 53, 100, 42, 101]","[33, 100, 50, 54, 35, 55]",3
"[42, 113, 55, 102, 55, 103]","[35, 104, 52, 55, 53, 54]",1
"[42, 114, 100, 102, 102, 100]","[31, 103, 52, 101, 55, 55]",1
"[42, 114, 103, 101, 103, 54]","[34, 103, 101, 54, 55, 52]",1
"[42, 114, 53, 103, 55, 104]","[35, 105, 51, 100, 51, 100]",1
"[42, 114, 53, 112, 101, 52]","[40, 103, 45, 110, 54, 45]",1
"[42, 114, 55, 100, 55, 104]","[34, 105, 53, 55, 51, 55]",1
"[42, 115, 101, 51, 100, 55]","[34, 104, 55, 50, 54, 50]",1
"[42, 115, 102, 100, 54, 52]","[34, 110, 54, 55, 51, 44]",1
"[42, 115, 110, 53, 44, 52]","[40, 110, 103, 51, 40, 44]",1
"[42, 115, 110, 55, 54, 102]","[35, 105, 103, 54, 51, 53]",1
"[42, 115, 54, 102, 102, 101]","[34, 104, 50, 101, 55, 54]",1
"[42, 120, 100, 103, 100, 55]","[31, 111, 53, 101, 54, 52]",1
"[42, 120, 102, 101, 53, 51]","[34, 110, 54, 55, 51, 44]",1
"[42, 120, 111, 52, 44, 51]","[40, 110, 103, 51, 40, 44]",1
"[42, 120, 112, 54, 100, 54]","[34, 111, 104, 53, 52, 51]",1
"[42, 121, 101, 100, 54, 51]","[34, 110, 54, 55, 51, 44]",1
"[42, 121, 111, 55, 53, 100]","[35, 110, 104, 53, 51, 52]",1
"[42, 121, 51, 115, 101, 45]","[40, 105, 44, 114, 54, 41]",1
"[42, 123, 55, 105, 54, 55]","[40, 120, 52, 103, 51, 44]",1
"[42, 124, 114, 53, 53, 50]","[40, 120, 111, 50, 45, 42]",1
"[42, 124, 54, 104, 55, 55]","[40, 121, 51, 103, 50, 45]",1
"[42, 125, 55, 101, 100, 55]","[34, 120, 52, 100, 54, 45]",1
"[42, 130, 100, 54, 100, 100]","[30, 121, 54, 52, 53, 54]",1
"[42, 131, 110, 51, 100, 51]","[34, 115, 104, 45, 54, 44]",1
"[42, 55, 101, 54, 101, 53]","[35, 50, 55, 52, 54, 44]",1
"[42, 55, 105, 51, 43, 52]","[40, 52, 102, 45, 40, 42]",4
"[43, 100, 102, 100, 34, 45]","[33, 52, 100, 53, 30, 43]",1
"[43, 100, 104, 53, 55, 102]","[34, 52, 102, 50, 52, 54]",1
"[43, 102, 101, 54, 54, 103]","[35, 53, 55, 51, 50, 100]",1
"[43, 104, 55, 55, 102, 105]","[35, 100, 53, 53, 55, 55]",1
"[43, 105, 52, 100, 44, 100]","[33, 101, 50, 54, 40, 53]",2
"[43, 112, 105, 111, 35, 51]","[41, 100, 103, 104, 33, 43]",1
"[43, 112, 110, 101, 40, 54]","[35, 101, 104, 55, 32, 52]",1
"[43, 113, 55, 102, 55, 102]","[40, 104, 52, 55, 53, 53]",1
"[43, 114, 100, 102, 103, 44]","[34, 104, 54, 55, 54, 43]",1
"[43, 114, 100, 54, 103, 100]","[33, 104, 55, 51, 55, 54]",1
"[43, 114, 52, 104, 103, 100]","[34, 104, 50, 101, 55, 54]",1
"[43, 114, 52, 120, 55, 50]","[40, 110, 45, 114, 52, 41]",1
"[43, 115, 100, 102, 53, 102]","[34, 105, 53, 55, 51, 55]",1
"[43, 115, 45, 111, 103, 53]","[41, 104, 44, 103, 100, 45]",1
"[43, 115, 51, 120, 102, 44]","[40, 105, 44, 114, 54, 41]",1
"[43, 115, 54, 104, 51, 100]","[35, 105, 53, 102, 43, 52]",1
"[43, 120, 100, 101, 54, 51]","[34, 110, 54, 55, 51, 44]",1
"[43, 120, 50, 115, 55, 51]","[40, 111, 44, 113, 53, 41]",1
"[43, 120, 51, 121, 101, 43]","[40, 105, 44, 114, 54, 41]",1
"[43, 121, 102, 53, 110, 53]","[40, 111, 55, 45, 104, 50]",1
"[43, 121, 103, 100, 51, 52]","[35, 111, 100, 53, 45, 45]",1
"[43, 121, 104, 54, 105, 51]","[40, 111, 102, 52, 101, 43]",1
"[43, 121, 51, 102, 101, 55]","[40, 110, 44, 100, 55, 51]",1
"[43, 121, 53, 100, 101, 100]","[33, 110, 51, 53, 55, 54]",1
"[43, 124, 112, 100, 52, 50]","[35, 115, 104, 54, 45, 43]",1
"[43, 125, 52, 110, 101, 52]","[40, 115, 44, 104, 55, 44]",1
"[43, 130, 105, 101, 51, 51]","[35, 115, 104, 54, 45, 43]",1
"[43, 54, 100, 55, 101, 53]","[35, 50, 55, 52, 54, 44]",1
"[43, 54, 102, 54, 102, 51]","[40, 50, 55, 52, 54, 43]",1
"[43, 55, 101, 54, 101, 52]","[40, 50, 55, 52, 54, 43]",1
"[44, 100, 101, 54, 44, 50]","[35, 52, 100, 53, 34, 43]",1
"[44, 103, 110, 105, 42, 52]","[40, 54, 103, 103, 34, 45]",1
"[44, 105, 104, 44, 102, 55]","[40, 101, 102, 43, 52, 51]",1
"[44, 111, 103, 45, 100, 55]","[40, 101, 102, 43, 52, 51]",1
"[44, 111, 104, 110, 43, 45]","[41, 100, 103, 104, 33, 43]",1
"[44, 113, 103, 104, 42, 51]","[41, 103, 101, 101, 33, 45]",1
"[44, 113, 103, 55, 104, 54]","[41, 104, 102, 52, 55, 50]",1
"[44, 113, 45, 105, 105, 54]","[41, 104, 44, 103, 100, 45]",1
"[44, 113, 50, 120, 101, 50]","[35, 103, 44, 114, 54, 43]",1
"[44, 113, 54, 105, 102, 54]","[41, 104, 52, 103, 53, 50]",1
"[44, 114, 101, 101, 100, 50]","[34, 102, 100, 100, 52, 44]",1
"[44, 114, 50, 120, 104, 43]","[40, 105, 44, 114, 54, 41]",1
"[44, 114, 53, 104, 100, 55]","[40, 105, 52, 102, 51, 51]",1
"[44, 114, 53, 105, 101, 55]","[41, 104, 52, 103, 53, 50]",1
"[44, 120, 51, 101, 102, 55]","[40, 110, 44, 100, 55, 51]",1
"[44, 120, 51, 115, 100, 45]","[40, 110, 45, 114, 52, 41]",1
"[44, 120, 54, 101, 53, 104]","[40, 111, 52, 55, 44, 101]",1
"[44, 122, 103, 53, 111, 50]","[41, 112, 100, 50, 104, 43]",1
"[44, 122, 104, 51, 112, 50]","[41, 112, 100, 50, 104, 43]",1
"[44, 123, 112, 50, 102, 50]","[40, 114, 104, 44, 55, 43]",1
"[44, 123, 52, 105, 101, 54]","[41, 114, 45, 103, 53, 50]",1
"[44, 124, 110, 100, 53, 50]","[35, 115, 104, 54, 45, 43]",1
"[44, 124, 55, 104, 100, 52]","[40, 120, 52, 103, 51, 44]",1
"[44, 125, 50, 111, 100, 53]","[40, 115, 44, 105, 53, 45]",1
"[44, 130, 51, 110, 100, 52]","[35, 120, 45, 104, 53, 45]",1
"[44, 53, 100, 55, 100, 54]","[35, 50, 55, 53, 52, 45]",1
"[44, 54, 100, 54, 103, 51]","[40, 50, 55, 52, 54, 43]",1
"[45, 100, 103, 51, 44, 50]","[40, 52, 102, 45, 40, 42]",2
"[45, 105, 102, 105, 34, 101]","[40, 55, 100, 103, 31, 53]",1
"[45, 110, 100, 54, 102, 102]","[35, 100, 53, 53, 55, 55]",1
"[45, 110, 101, 45, 101, 100]","[35, 54, 100, 44, 54, 53]",1
"[45, 110, 102, 110, 33, 100]","[35, 55, 100, 103, 31, 54]",1
"[45, 110, 103, 45, 55, 100]","[40, 101, 102, 43, 52, 51]",1
