Input,Output,SUM
"[2203, 3331, 3202, 3103]","[2133, 3322, 3131, 3023]",40
"[2203, 3333, 3201, 3102]","[2133, 3330, 3130, 3022]",12
"[221, 1000, 1011, 300]","[202, 322, 1002, 232]",1
"[221, 1002, 1000, 302]","[202, 332, 323, 300]",4
"[221, 1003, 1003, 332]","[210, 333, 333, 321]",9
"[221, 1012, 311, 303]","[212, 1000, 301, 233]",1
"[2210, 10002, 3110, 2310]","[2131, 3330, 3033, 2301]",4
"[2210, 10002, 3132, 2332]","[2133, 3332, 3113, 2321]",1
"[2210, 10010, 3133, 3033]","[2132, 3333, 3130, 3020]",1
"[2210, 10010, 3200, 3033]","[2130, 10000, 3130, 3022]",3
"[2210, 10010, 3232, 3110]","[2132, 3332, 3221, 3100]",1
"[2210, 10021, 3223, 3103]","[2133, 10010, 3211, 3032]",44
"[2210, 10022, 3230, 3101]","[2132, 10011, 3212, 3031]",1
"[2210, 10033, 3211, 3110]","[2133, 10020, 3201, 3033]",1
"[2210, 3321, 3130, 3020]","[2133, 3311, 3113, 3002]",1
"[2210, 3322, 3131, 3012]","[2201, 3311, 3113, 3000]",28
"[2210, 3330, 3213, 3032]","[2200, 3321, 3202, 3012]",4
"[2210, 3332, 3200, 3103]","[2133, 3323, 3123, 3030]",4
"[2210, 3332, 3212, 3031]","[2201, 3322, 3200, 3012]",1
"[2211, 10001, 3202, 3032]","[2133, 3330, 3130, 3022]",2
"[2211, 10011, 3200, 3030]","[2132, 3333, 3130, 3020]",1
"[2211, 10012, 3220, 3010]","[2133, 10000, 3202, 3001]",1
"[2211, 10012, 3220, 3111]","[2201, 3332, 3202, 3102]",5
"[2211, 10022, 3233, 3031]","[2201, 10011, 3221, 3013]",3
"[2211, 10022, 3312, 3122]","[2202, 10010, 3232, 3112]",1
"[2211, 10110, 3223, 3130]","[2201, 10031, 3212, 3113]",3
"[2211, 3320, 3132, 3012]","[2202, 3303, 3120, 3000]",1
"[2211, 3321, 3130, 3013]","[2202, 3303, 3120, 3000]",10
"[2211, 3332, 3201, 2331]","[2203, 3321, 3123, 2312]",8
"[2211, 3332, 3230, 3012]","[2202, 3322, 3212, 2333]",2
"[2211, 3333, 3201, 3100]","[2201, 3322, 3131, 3021]",2
"[2212, 10000, 3201, 3033]","[2133, 3330, 3130, 3022]",8
"[2212, 10003, 3220, 3113]","[2201, 3332, 3202, 3102]",1
"[2212, 10011, 3221, 3112]","[2203, 3331, 3202, 3103]",21
"[2212, 10012, 3213, 3113]","[2203, 3333, 3201, 3102]",11
"[2212, 10013, 3123, 2323]","[2203, 10002, 3110, 2311]",1
"[2212, 10021, 3311, 3123]","[2203, 10002, 3233, 3112]",12
"[2212, 10022, 3221, 3103]","[2202, 10011, 3201, 3033]",1
"[2212, 10022, 3303, 3130]","[2201, 10012, 3231, 3112]",21
"[2212, 10022, 3312, 3121]","[2203, 10010, 3232, 3111]",2
"[2212, 10023, 3213, 3110]","[2202, 10011, 3201, 3033]",27
"[2212, 10023, 3301, 3131]","[2202, 10011, 3230, 3113]",17
"[2212, 10102, 3230, 3130]","[2201, 10031, 3212, 3113]",1
"[2212, 10112, 3230, 3121]","[2203, 10033, 3211, 3111]",1
"[2212, 3323, 3203, 3101]","[2203, 3313, 3131, 3022]",16
"[2212, 3330, 3202, 2331]","[2203, 3321, 3123, 2312]",2
"[2213, 10003, 3213, 3121]","[2203, 3331, 3202, 3103]",1
"[2213, 10012, 3122, 2330]","[2203, 10001, 3103, 2313]",1
"[2213, 10012, 3133, 3023]","[2203, 10001, 3122, 3010]",5
"[2213, 10013, 3120, 2331]","[2203, 10001, 3103, 2313]",1
"[2213, 10013, 3123, 2322]","[2210, 10002, 3110, 2310]",2
"[2213, 10013, 3303, 3132]","[2203, 10002, 3233, 3112]",45
"[2213, 10021, 3302, 3131]","[2203, 10003, 3231, 3113]",1
"[2213, 10030, 3211, 3110]","[2202, 10011, 3201, 3033]",4
"[2213, 10030, 3233, 3132]","[2203, 10020, 3222, 3112]",24
"[2213, 10100, 3231, 3130]","[2202, 10022, 3221, 3112]",3
"[2213, 3330, 3201, 3101]","[2203, 3313, 3131, 3022]",44
"[2213, 3330, 3210, 3032]","[2203, 3321, 3133, 3012]",4
"[2213, 3331, 3202, 3033]","[2210, 3322, 3131, 3012]",2
"[2213, 3333, 3222, 3121]","[2212, 3323, 3203, 3101]",1
"[222, 1001, 1000, 332]","[210, 331, 323, 323]",1
"[222, 1003, 1012, 322]","[212, 333, 333, 313]",1
"[222, 1003, 320, 302]","[211, 1001, 302, 232]",1
"[222, 1010, 312, 303]","[212, 1000, 301, 233]",1
"[222, 332, 1000, 310]","[211, 323, 323, 300]",5
"[2220, 10001, 3131, 2330]","[2202, 3330, 3120, 2313]",3
"[2220, 10002, 3221, 3113]","[2203, 3331, 3202, 3103]",17
"[2220, 10011, 3212, 3113]","[2210, 3332, 3200, 3103]",3
"[2220, 10012, 3301, 3030]","[2201, 10002, 3230, 3013]",3
"[2220, 10013, 3123, 2321]","[2210, 10002, 3110, 2310]",1
"[2220, 10013, 3303, 3131]","[2203, 10002, 3233, 3112]",3
"[2220, 10020, 3222, 3102]","[2202, 10011, 3201, 3033]",3
"[2220, 10020, 3310, 3123]","[2202, 10010, 3232, 3112]",11
"[2220, 10021, 3220, 3103]","[2202, 10011, 3201, 3033]",10
"[2220, 10021, 3302, 3130]","[2202, 10011, 3230, 3113]",5
"[2220, 10022, 3230, 3032]","[2202, 10020, 3210, 3021]",1
"[2220, 10030, 3233, 3131]","[2203, 10020, 3222, 3112]",16
"[2220, 10103, 3230, 3122]","[2203, 10033, 3211, 3111]",1
"[2220, 10121, 3311, 3200]","[2203, 10103, 3233, 3130]",5
"[2220, 3323, 3203, 3033]","[2210, 3322, 3131, 3012]",25
"[2220, 3330, 3210, 3031]","[2203, 3321, 3133, 3012]",11
"[2221, 10000, 3201, 3030]","[2201, 3330, 3130, 3020]",31
"[2221, 10001, 3232, 3102]","[2210, 3330, 3213, 3032]",1
"[2221, 10012, 3213, 3110]","[2211, 3333, 3201, 3100]",1
"[2221, 10013, 3221, 3102]","[2211, 10001, 3202, 3032]",1
"[2221, 10021, 3220, 3102]","[2210, 10010, 3200, 3033]",2
"[2221, 10023, 3232, 3131]","[2212, 10012, 3213, 3113]",10
"[2221, 10032, 3301, 3120]","[2210, 10021, 3223, 3103]",4
"[2221, 10033, 3232, 3123]","[2212, 10023, 3213, 3110]",25
"[2221, 3330, 3201, 3033]","[2211, 3321, 3130, 3013]",9
"[2221, 3333, 3222, 3113]","[2220, 3323, 3203, 3033]",24
"[2222, 10000, 3231, 3103]","[2210, 3330, 3213, 3032]",2
"[2222, 10003, 3202, 3020]","[2203, 10001, 3122, 3010]",52
"[2222, 10011, 3222, 3102]","[2212, 10000, 3201, 3033]",7
"[2222, 10021, 3302, 3122]","[2212, 10011, 3221, 3112]",20
"[2222, 10022, 3212, 2332]","[2213, 10013, 3123, 2322]",1
"[2222, 10022, 3300, 3121]","[2211, 10012, 3220, 3111]",4
"[2222, 10030, 3302, 3120]","[2210, 10021, 3223, 3103]",39
"[2222, 10031, 3323, 3202]","[2212, 10022, 3303, 3130]",1
"[2222, 10032, 3321, 3203]","[2212, 10023, 3301, 3131]",2
"[2222, 10033, 3232, 3122]","[2213, 10030, 3211, 3110]",2
"[2222, 10033, 3313, 3210]","[2212, 10023, 3301, 3131]",12
"[2222, 10101, 3310, 3101]","[2211, 10022, 3233, 3031]",2
"[2222, 10132, 3331, 3212]","[2220, 10121, 3311, 3200]",4
"[2222, 3333, 3222, 3112]","[2221, 3330, 3201, 3033]",6
"[2223, 10000, 3222, 3111]","[2212, 3323, 3203, 3101]",11
"[2223, 10003, 3213, 3111]","[2213, 3331, 3202, 3033]",1
"[2223, 10010, 3200, 3020]","[2203, 10001, 3122, 3010]",2
"[2223, 10012, 3233, 3133]","[2220, 10002, 3221, 3113]",2
"[2223, 10022, 3231, 3131]","[2220, 10011, 3212, 3113]",2
"[2223, 10022, 3323, 3210]","[2213, 10013, 3303, 3132]",23
"[2223, 10023, 3330, 3202]","[2212, 10021, 3311, 3123]",11
"[2223, 10030, 3322, 3203]","[2212, 10022, 3303, 3130]",2
"[2223, 10031, 3233, 3122]","[2220, 10021, 3220, 3103]",9
"[2223, 10033, 3223, 3130]","[2213, 10030, 3211, 3110]",1
"[2223, 10111, 3303, 3202]","[2213, 10100, 3231, 3130]",2
"[2223, 10111, 3312, 3133]","[2221, 10032, 3301, 3120]",1
"[2223, 3333, 3213, 3120]","[2221, 3330, 3201, 3033]",2
"[223, 1000, 1001, 301]","[210, 323, 332, 232]",1
"[223, 1010, 1010, 322]","[212, 333, 333, 313]",19
"[223, 1020, 1003, 320]","[211, 1011, 332, 310]",1962
"[2230, 10000, 3213, 3113]","[2212, 3323, 3203, 3101]",2
"[2230, 10001, 3220, 3111]","[2212, 3323, 3203, 3101]",1
"[2230, 10010, 3211, 3001]","[2211, 3332, 3201, 2331]",7
"[2230, 10010, 3211, 3111]","[2213, 3330, 3201, 3101]",43
"[2230, 10012, 3233, 3132]","[2220, 10002, 3221, 3113]",8
"[2230, 10013, 3231, 3133]","[2220, 10002, 3221, 3113]",6
"[2230, 10023, 3321, 3210]","[2213, 10013, 3303, 3132]",13
"[2230, 10030, 3313, 3211]","[2213, 10013, 3303, 3132]",8
"[2230, 10030, 3322, 3202]","[2212, 10022, 3303, 3130]",1
"[2230, 10031, 3233, 3121]","[2220, 10020, 3222, 3102]",1
"[2230, 10031, 3320, 3203]","[2212, 10022, 3303, 3130]",16
"[2230, 10031, 3323, 3200]","[2212, 10022, 3312, 3121]",1
"[2230, 10033, 3303, 3213]","[2213, 10030, 3233, 3132]",23
"[2230, 10100, 3230, 3121]","[2212, 10023, 3213, 3110]",1
"[2230, 10100, 3311, 3203]","[2212, 10023, 3301, 3131]",2
"[2230, 10111, 3312, 3132]","[2221, 10032, 3301, 3120]",2
"[2230, 10120, 3300, 3201]","[2211, 10110, 3223, 3130]",2
"[2231, 10000, 3213, 3002]","[2212, 3330, 3202, 2331]",1
"[2231, 10000, 3222, 3103]","[2213, 3330, 3210, 3032]",3
"[2231, 10010, 3233, 3132]","[2221, 3333, 3222, 3113]",23
"[2231, 10013, 3212, 3101]","[2221, 10000, 3201, 3030]",1
"[2231, 10023, 3210, 3100]","[2213, 10012, 3133, 3023]",4
"[2231, 10030, 3311, 3102]","[2220, 10012, 3301, 3030]",2
"[2231, 10030, 3313, 3210]","[2220, 10013, 3303, 3131]",2
"[2231, 10030, 3322, 3201]","[2220, 10020, 3310, 3123]",10
"[2231, 10031, 3320, 3202]","[2220, 10021, 3302, 3130]",4
"[2231, 10102, 3333, 3223]","[2222, 10032, 3321, 3203]",1
"[2231, 10110, 3311, 3133]","[2222, 10030, 3302, 3120]",12
"[2231, 10110, 3332, 3222]","[2222, 10033, 3313, 3210]",8
"[2231, 10111, 3330, 3223]","[2222, 10033, 3313, 3210]",1
"[2231, 10120, 3321, 3113]","[2222, 10101, 3310, 3101]",1
"[2232, 10000, 3300, 3030]","[2211, 3332, 3230, 3012]",1
"[2232, 10010, 3233, 3131]","[2222, 3333, 3222, 3112]",2
"[2232, 10011, 3231, 3132]","[2223, 3333, 3213, 3120]",1
"[2232, 10013, 3221, 3032]","[2222, 10003, 3202, 3020]",33
"[2232, 10023, 3300, 3120]","[2220, 10020, 3222, 3102]",1
"[2232, 10023, 3312, 3211]","[2223, 10012, 3233, 3133]",1
"[2232, 10033, 3333, 3231]","[2223, 10030, 3322, 3203]",1
"[2232, 10100, 3310, 3203]","[2220, 10030, 3233, 3131]",15
"[2232, 10101, 3320, 3132]","[2222, 10030, 3302, 3120]",26
"[2232, 10110, 3303, 3201]","[2221, 10033, 3232, 3123]",4
"[2232, 10111, 3322, 3231]","[2230, 10033, 3303, 3213]",6
"[2232, 10121, 3323, 3220]","[2223, 10111, 3303, 3202]",1
"[2233, 10003, 3202, 3003]","[2220, 10001, 3131, 2330]",2
"[2233, 10003, 3233, 3132]","[2223, 10000, 3222, 3111]",10
"[2233, 10003, 3302, 3123]","[2222, 10000, 3231, 3103]",1
"[2233, 10012, 3220, 3033]","[2222, 10003, 3202, 3020]",17
"[2233, 10021, 3211, 3033]","[2223, 10010, 3200, 3020]",1
"[2233, 10030, 3313, 3202]","[2222, 10021, 3302, 3122]",19
"[2233, 10030, 3333, 3233]","[2223, 10022, 3323, 3210]",5
"[2233, 10032, 3311, 3200]","[2222, 10022, 3300, 3121]",3
"[2233, 10032, 3332, 3232]","[2230, 10030, 3313, 3211]",6
"[2233, 10033, 3301, 3211]","[2223, 10022, 3231, 3131]",1
"[2233, 10101, 3332, 3223]","[2230, 10031, 3320, 3203]",2
"[2233, 10102, 3322, 3233]","[2230, 10033, 3303, 3213]",11
"[2233, 10102, 3330, 3230]","[2222, 10033, 3313, 3210]",1
"[2233, 10110, 3321, 3232]","[2230, 10033, 3303, 3213]",3
"[2233, 10110, 3323, 3223]","[2230, 10100, 3311, 3203]",1
"[2233, 10121, 3323, 3213]","[2231, 10110, 3311, 3133]",11
"[2233, 10122, 3330, 3211]","[2230, 10111, 3312, 3132]",1
"[2233, 10131, 3312, 3220]","[2230, 10120, 3300, 3201]",1
"[2233, 10202, 10012, 3222]","[2222, 10132, 3331, 3212]",1
"[23, 102, 33, 31]","[21, 33, 30, 20]",1
"[23, 122, 102, 33]","[21, 113, 31, 23]",7
"[23, 122, 112, 32]","[22, 112, 100, 23]",57
"[230, 1000, 331, 333]","[213, 331, 323, 320]",27
"[230, 1010, 303, 310]","[212, 1000, 301, 233]",2
"[2300, 10000, 3213, 3103]","[2220, 3330, 3210, 3031]",9
"[2300, 10001, 3220, 3101]","[2220, 3330, 3210, 3031]",1
"[2300, 10003, 3232, 3131]","[2222, 3333, 3222, 3112]",1
"[2300, 10011, 3231, 3130]","[2222, 3333, 3222, 3112]",2
"[2300, 10012, 3211, 3100]","[2221, 10000, 3201, 3030]",29
"[2300, 10013, 3212, 3033]","[2222, 10003, 3202, 3020]",1
"[2300, 10021, 3233, 3120]","[2222, 10011, 3222, 3102]",6
"[2300, 10031, 3230, 3120]","[2221, 10021, 3220, 3102]",1
"[2300, 10033, 3301, 3210]","[2221, 10023, 3232, 3131]",9
"[2300, 10102, 3330, 3223]","[2222, 10033, 3313, 3210]",1
"[2300, 10103, 3302, 3201]","[2221, 10033, 3232, 3123]",18
"[2300, 10111, 3301, 3200]","[2221, 10033, 3232, 3123]",2
"[2300, 10111, 3313, 3232]","[2230, 10033, 3303, 3213]",1
"[2301, 10012, 3233, 3121]","[2231, 10000, 3222, 3103]",1
"[2301, 10020, 3223, 3123]","[2230, 10010, 3211, 3111]",42
"[2301, 10021, 3223, 3012]","[2230, 10010, 3211, 3001]",6
"[2301, 10023, 3303, 3211]","[2230, 10012, 3233, 3132]",7
"[2301, 10032, 3332, 3230]","[2230, 10023, 3321, 3210]",8
"[2301, 10033, 3330, 3231]","[2230, 10023, 3321, 3210]",3
"[2301, 10033, 3333, 3222]","[2231, 10030, 3322, 3201]",9
"[2301, 10100, 3331, 3223]","[2230, 10023, 3321, 3210]",1
"[2301, 10101, 3323, 3230]","[2230, 10030, 3313, 3211]",1
"[2301, 10103, 3302, 3200]","[2222, 10033, 3232, 3122]",1
"[2301, 10103, 3320, 3232]","[2230, 10033, 3303, 3213]",1
"[2301, 10110, 3213, 3111]","[2231, 10023, 3210, 3100]",2
"[2301, 10113, 3321, 3221]","[2232, 10100, 3310, 3203]",3
"[2301, 10122, 3321, 3213]","[2232, 10110, 3303, 3201]",1
"[2301, 10123, 3332, 3311]","[2232, 10111, 3322, 3231]",5
"[2301, 10202, 10003, 3223]","[2222, 10132, 3331, 3212]",2
"[2302, 10003, 3230, 3132]","[2230, 10000, 3213, 3113]",1
"[2302, 10003, 3233, 3123]","[2231, 10000, 3222, 3103]",1
"[2302, 10030, 3301, 3211]","[2230, 10013, 3231, 3133]",5
"[2302, 10033, 3330, 3230]","[2230, 10031, 3320, 3203]",13
"[2302, 10100, 3331, 3222]","[2231, 10030, 3313, 3210]",1
"[2302, 10101, 3222, 3110]","[2231, 10023, 3210, 3100]",1
"[2302, 10101, 3303, 3200]","[2223, 10031, 3233, 3122]",8
"[2302, 10101, 3332, 3220]","[2231, 10031, 3320, 3202]",3
"[2302, 10102, 10001, 3211]","[2223, 10023, 3330, 3202]",6
"[2302, 10103, 3323, 3222]","[2232, 10100, 3310, 3203]",11
"[2302, 10112, 3332, 3210]","[2232, 10101, 3320, 3132]",6
"[2302, 10113, 3330, 3211]","[2232, 10101, 3320, 3132]",19
"[2302, 10120, 3322, 3213]","[2232, 10110, 3303, 3201]",2
"[2302, 10122, 10011, 3232]","[2231, 10110, 3332, 3222]",7
"[2303, 10020, 3303, 3211]","[2231, 10010, 3233, 3132]",8
"[2303, 10023, 3231, 3112]","[2233, 10012, 3220, 3033]",16
"[2303, 10031, 3230, 3111]","[2232, 10013, 3221, 3032]",27
"[2303, 10032, 10000, 3221]","[2223, 10022, 3323, 3210]",5
"[2303, 10032, 3332, 3222]","[2233, 10030, 3313, 3202]",7
"[2303, 10100, 3322, 3120]","[2231, 10030, 3311, 3102]",1
"[2303, 10101, 10000, 3212]","[2223, 10023, 3330, 3202]",4
"[2303, 10110, 3321, 3213]","[2233, 10032, 3311, 3200]",2
"[2303, 10111, 3312, 3223]","[2300, 10033, 3301, 3210]",8
"[2303, 10113, 3331, 3320]","[2233, 10102, 3322, 3233]",10
"[2303, 10120, 3332, 3312]","[2233, 10110, 3321, 3232]",1
"[2303, 10121, 3330, 3313]","[2233, 10110, 3321, 3232]",1
"[231, 1013, 1002, 1011]","[220, 333, 333, 1002]",1
"[2310, 10020, 3303, 3210]","[2231, 10010, 3233, 3132]",14
"[2310, 10021, 3310, 3202]","[2232, 10010, 3233, 3131]",1
"[2310, 10023, 3223, 3112]","[2300, 10012, 3211, 3100]",11
"[2310, 10031, 3222, 3111]","[2300, 10012, 3211, 3100]",17
"[2310, 10031, 3230, 3110]","[2232, 10013, 3221, 3032]",5
"[2310, 10032, 10000, 3220]","[2223, 10022, 3323, 3210]",12
"[2310, 10033, 3330, 3222]","[2233, 10030, 3313, 3202]",11
"[2310, 10112, 3333, 3311]","[2301, 10033, 3330, 3231]",2
"[2310, 10121, 3320, 3212]","[2300, 10103, 3302, 3201]",17
"[2310, 10122, 3231, 3123]","[2301, 10110, 3213, 3111]",1
"[2310, 10130, 3311, 3212]","[2300, 10111, 3301, 3200]",1
"[2311, 10012, 3230, 3120]","[2300, 10000, 3213, 3103]",8
"[2311, 10020, 3213, 3020]","[2233, 10003, 3202, 3003]",1
"[2311, 10020, 3303, 3210]","[2233, 10003, 3233, 3132]",9
"[2311, 10031, 3233, 3203]","[2301, 10020, 3223, 3123]",7
"[2311, 10100, 3301, 3133]","[2300, 10021, 3233, 3120]",5
"[2311, 10100, 3322, 3222]","[2301, 10023, 3303, 3211]",2
"[2311, 10101, 3320, 3223]","[2301, 10023, 3303, 3211]",3
"[2311, 10110, 3311, 3223]","[2302, 10030, 3301, 3211]",3
"[2311, 10112, 10001, 3303]","[2233, 10032, 3332, 3232]",4
"[2311, 10112, 3333, 3310]","[2302, 10033, 3330, 3230]",7
"[2311, 10120, 3313, 3213]","[2302, 10101, 3303, 3200]",1
"[2311, 10121, 3320, 3211]","[2302, 10101, 3303, 3200]",6
"[2311, 10121, 3333, 3302]","[2302, 10103, 3323, 3222]",7
"[2311, 10130, 3333, 3233]","[2302, 10113, 3330, 3211]",1
"[2312, 10020, 3303, 3202]","[2300, 10011, 3231, 3130]",1
"[2312, 10030, 3233, 3033]","[2301, 10021, 3223, 3012]",5
"[2312, 10100, 3313, 3230]","[2301, 10023, 3303, 3211]",1
"[2312, 10101, 3320, 3222]","[2302, 10030, 3301, 3211]",1
"[2312, 10102, 10003, 3310]","[2233, 10030, 3333, 3233]",4
"[2312, 10110, 10002, 3303]","[2233, 10032, 3332, 3232]",1
"[2312, 10111, 3301, 3122]","[2303, 10031, 3230, 3111]",1
"[2312, 10112, 10010, 3233]","[2301, 10033, 3333, 3222]",8
"[2312, 10113, 10002, 3300]","[2233, 10101, 3332, 3223]",1
"[2312, 10130, 3330, 3301]","[2301, 10113, 3321, 3221]",2
"[2312, 10132, 10000, 3230]","[2233, 10121, 3323, 3213]",10
"[2312, 10132, 3331, 3233]","[2310, 10121, 3320, 3212]",5
"[2313, 10023, 3300, 3202]","[2301, 10020, 3223, 3123]",11
"[2313, 10030, 3313, 3232]","[2303, 10020, 3303, 3211]",3
"[2313, 10101, 3233, 3132]","[2310, 10023, 3223, 3112]",1
"[2313, 10103, 3232, 3131]","[2310, 10031, 3222, 3111]",5
"[2313, 10103, 3233, 3131]","[2310, 10031, 3230, 3110]",2
"[2313, 10111, 3231, 3130]","[2310, 10031, 3222, 3111]",6
"[2313, 10112, 10001, 3301]","[2301, 10032, 3332, 3230]",1
"[2313, 10112, 10011, 3232]","[2303, 10032, 10000, 3221]",2
"[2313, 10113, 10002, 3233]","[2302, 10101, 3332, 3220]",2
"[2313, 10113, 3312, 3212]","[2311, 10100, 3301, 3133]",1
"[2313, 10120, 10013, 3222]","[2302, 10102, 10001, 3211]",1
"[2313, 10121, 10011, 3223]","[2303, 10101, 10000, 3212]",1
"[2313, 10121, 3311, 3211]","[2311, 10100, 3301, 3133]",2
"[2313, 10123, 10003, 3223]","[2302, 10112, 3332, 3210]",5
"[2313, 10131, 10002, 3222]","[2302, 10113, 3330, 3211]",1
"[2313, 10131, 3330, 3300]","[2302, 10120, 3322, 3213]",1
"[2313, 10132, 3331, 3232]","[2311, 10121, 3320, 3211]",4
"[2313, 10220, 10013, 3301]","[2301, 10202, 10003, 3223]",1
"[232, 1020, 1010, 311]","[221, 1002, 1000, 302]",3
"[232, 1021, 1021, 333]","[223, 1010, 1010, 322]",4
"[232, 1031, 1013, 332]","[223, 1020, 1003, 320]",1816
"[2320, 10022, 3302, 3200]","[2301, 10020, 3223, 3123]",5
"[2320, 10022, 3323, 3223]","[2310, 10020, 3303, 3210]",6
"[2320, 10023, 3300, 3201]","[2301, 10020, 3223, 3123]",18
"[2320, 10023, 3321, 3230]","[2303, 10020, 3303, 3211]",3
"[2320, 10030, 3313, 3231]","[2303, 10020, 3303, 3211]",1
"[2320, 10033, 3301, 3132]","[2303, 10023, 3231, 3112]",4
"[2320, 10101, 3233, 3131]","[2310, 10023, 3223, 3112]",9
"[2320, 10102, 3301, 3123]","[2303, 10031, 3230, 3111]",25
"[2320, 10112, 10011, 3231]","[2303, 10032, 10000, 3221]",2
"[2320, 10113, 10012, 3223]","[2303, 10101, 10000, 3212]",2
"[2320, 10113, 3312, 3211]","[2311, 10100, 3301, 3133]",1
"[2320, 10120, 10013, 3221]","[2302, 10102, 10001, 3211]",4
"[2320, 10120, 3323, 3303]","[2303, 10111, 3312, 3223]",7
"[2320, 10121, 10001, 3232]","[2302, 10103, 3323, 3222]",2
"[2320, 10123, 10003, 3222]","[2302, 10113, 3330, 3211]",1
"[2320, 10130, 3332, 3232]","[2310, 10121, 3320, 3212]",8
"[2320, 10131, 10002, 3221]","[2302, 10113, 3330, 3211]",15
"[2320, 10131, 3330, 3233]","[2310, 10121, 3320, 3212]",3
"[2320, 10132, 3331, 3231]","[2311, 10121, 3320, 3211]",1
"[2320, 10133, 10002, 3330]","[2301, 10123, 3332, 3311]",4
"[2320, 10133, 10022, 3310]","[2302, 10122, 10011, 3232]",6
"[2321, 10022, 3302, 3133]","[2311, 10012, 3230, 3120]",7
"[2321, 10030, 3313, 3230]","[2310, 10020, 3303, 3210]",7
"[2321, 10030, 3321, 3223]","[2311, 10020, 3303, 3210]",2
"[2321, 10031, 3313, 3230]","[2311, 10020, 3303, 3210]",6
"[2321, 10101, 3300, 3130]","[2303, 10023, 3231, 3112]",11
"[2321, 10102, 3300, 3122]","[2310, 10031, 3222, 3111]",5
"[2321, 10102, 3312, 3220]","[2311, 10031, 3233, 3203]",5
"[2321, 10103, 3310, 3221]","[2311, 10031, 3233, 3203]",1
"[2321, 10110, 10002, 3300]","[2301, 10032, 3332, 3230]",6
"[2321, 10110, 3300, 3121]","[2310, 10031, 3230, 3110]",2
"[2321, 10112, 10001, 3233]","[2310, 10033, 3330, 3222]",6
"[2321, 10112, 10011, 3230]","[2310, 10032, 10000, 3220]",5
"[2321, 10112, 3330, 3303]","[2311, 10101, 3320, 3223]",2
"[2321, 10120, 10000, 3233]","[2302, 10103, 3323, 3222]",1
"[2321, 10120, 3323, 3302]","[2311, 10110, 3311, 3223]",2
"[2321, 10130, 10002, 3332]","[2303, 10113, 3331, 3320]",5
"[2321, 10131, 10000, 3333]","[2303, 10113, 3331, 3320]",4
"[2321, 10131, 10010, 3322]","[2310, 10112, 3333, 3311]",1
"[2321, 10132, 3323, 3231]","[2313, 10121, 3311, 3211]",1
"[2322, 10110, 10002, 3233]","[2310, 10033, 3330, 3222]",4
"[2322, 10110, 10012, 3230]","[2310, 10032, 10000, 3220]",6
"[2322, 10111, 10000, 3300]","[2302, 10033, 3330, 3230]",5
"[2322, 10112, 10001, 3232]","[2311, 10100, 3322, 3222]",1
"[2322, 10120, 10000, 3223]","[2303, 10110, 3321, 3213]",1
"[2322, 10121, 3311, 3202]","[2313, 10103, 3232, 3131]",4
"[2322, 10121, 3311, 3203]","[2313, 10103, 3233, 3131]",1
"[2322, 10131, 10010, 3321]","[2311, 10112, 3333, 3310]",6
"[2322, 10131, 3333, 3331]","[2320, 10120, 3323, 3303]",3
"[2323, 10032, 3333, 3311]","[2320, 10022, 3323, 3223]",2
"[2323, 10033, 3303, 3120]","[2312, 10030, 3233, 3033]",4
"[2323, 10033, 3312, 3221]","[2320, 10023, 3300, 3201]",17
"[2323, 10033, 3331, 3312]","[2320, 10023, 3321, 3230]",2
"[2323, 10100, 3323, 3313]","[2313, 10030, 3313, 3232]",1
"[2323, 10101, 3311, 3220]","[2313, 10023, 3300, 3202]",3
"[2323, 10103, 10001, 3300]","[2303, 10032, 3332, 3222]",6
"[2323, 10113, 10020, 3323]","[2312, 10102, 10003, 3310]",1
"[2323, 10113, 3303, 3211]","[2320, 10101, 3233, 3131]",8
"[2323, 10113, 3312, 3203]","[2320, 10102, 3301, 3123]",1
"[2323, 10120, 10021, 3321]","[2312, 10102, 10003, 3310]",1
"[2323, 10122, 10020, 3320]","[2311, 10112, 10001, 3303]",1
"[2323, 10130, 10013, 3313]","[2312, 10112, 10010, 3233]",2
"[2323, 10131, 10020, 3311]","[2312, 10112, 10010, 3233]",4
"[2323, 10132, 10010, 3320]","[2311, 10121, 3333, 3302]",6
"[233, 1013, 320, 322]","[230, 1010, 303, 310]",1
"[233, 1020, 1013, 1002]","[221, 1003, 1003, 332]",8
"[233, 1023, 1020, 332]","[223, 1020, 1003, 320]",1
"[233, 1030, 1012, 333]","[223, 1020, 1003, 320]",142
"[2330, 10033, 3331, 3311]","[2320, 10022, 3323, 3223]",3
"[2330, 10100, 3323, 3312]","[2313, 10030, 3313, 3232]",1
"[2330, 10101, 3311, 3213]","[2320, 10022, 3302, 3200]",2
"[2330, 10112, 3311, 3210]","[2320, 10033, 3301, 3132]",1
"[2330, 10113, 10020, 3322]","[2312, 10102, 10003, 3310]",1
"[2330, 10113, 3312, 3202]","[2320, 10102, 3301, 3123]",21
"[2330, 10121, 3302, 3203]","[2313, 10111, 3231, 3130]",5
"[2330, 10121, 3311, 3201]","[2320, 10102, 3301, 3123]",2
"[2330, 10130, 10010, 3321]","[2311, 10112, 10001, 3303]",2
"[2330, 10130, 10013, 3312]","[2312, 10112, 10010, 3233]",1
"[2330, 10130, 3332, 3331]","[2320, 10120, 3323, 3303]",3
